country,region,market,commodity,unit,date,latitude,longitude,hh_size,food_consumption_score,coping_strategy_index,livelihood_type,assistance_received,market_distance_km,shock_occurred,shock_type,import_dependency,vulnerability_index,availability_score,transport_cost_index,seasonality_index,exchange_rate,urban_rural,market_type,price_usd,local_price,infl_adj_price
Kenya,Horn of Africa,Market_134,Goat Meat,kg,2022-06-27 01:06:33,-4.472532491684342,65.99252232601374,7,41.35982432650782,33,Casual labor,Cash,7.079980453212986,0,,0.5374764855930042,0.01029445277001484,0.5264888670858281,2.1615552274129097,0.010962947552384472,0.5596875928776652,rural,RETAIL,3.774209944846857,205.4488040403124,3.6034185080563153
Ethiopia,Middle East,Market_24,Onion,kg,2023-02-11 17:57:13,5.685316470979679,94.50369044101535,11,8.777864911943546,32,SMALL BUSINESS,None,6.71824396118796,0,,0.4940411146619842,0.2262018889047821,0.5788733961226862,1.9464123262774742,0.6083366506600262,0.8571480412443186,Urban,Wholesale,2.215964452625867,143.7354858088549,2.214963969368267
Bangladesh,South Asia,Market_293,Chickpeas,kg,2021-06-08 15:40:30,-15.519420256129028,109.75363372601517,1,41.41282834074938,15,Pastoral,None,6.1261502923456215,0,Flood,0.541947868989609,0.695666208057561,0.3581896680727232,2.416725431959767,0.671777307349642,0.4098836321141216,RURAL,wholesale,3.5752188119047137,241.07338021081975,3.6959372130840302
Nigeria,West Africa,Market_45,Fish,kg,2020-07-31 04:36:32,13.308334211624683,33.13149642537901,2,32.54391480961117,29,SMALL BUSINESS,None,7.161566039239257,0,None,0.16504005515257386,0.3600024318784695,0.7841084724452152,1.7425189007771174,0.2021639253780647,0.5960053398896904,Rural,Wholesale,4.0962986221130295,,4.278589819885316
Ethiopia,Middle East,Market_179,Onion,kg,2021-07-18 20:58:13,-14.222629593472602,101.36623404541929,8,41.64046467086096,2,CASUAL LABOR,Food,8.527820266649185,0,Drought,0.36711936135450274,0.5688757649786326,0.904380283516766,1.476265298598065,0.5774901588429391,0.8064033089775251,RURAL,Retail,1.609124695034319,,1.56584671270541
South Sudan,Horn of Africa,Market_356,Vegetables,kg,2022-02-18 10:23:45,9.331301762050707,36.787541131254784,10,40.10719446514636,26,PASTORAL,Food,12.274323190154046,0,Flood,0.92962669796783,0.05560970081153449,0.7771971529540707,,0.14406308813117807,1.3953308738523393,Urban,Retail,2.5114348529196304,122.3464813032684,2.5208457855499455
Somalia,South Asia,Market_472,Millet,kg,2023-01-06 08:24:02,-8.289945238241604,82.25181081384635,8,37.55226208662462,19,AGRICULTURE,Food,3.641460114696608,0,Flood,0.8161757351998362,0.5486541598359579,0.4185229033027296,1.9873292022509352,0.7407826032711006,0.49605671018609165,RURAL,Retail,2.0249922702389935,123.59129914506362,
South Sudan,Middle East,Market_358,Rice,kg,2022-01-29 07:00:09,-9.601161354732547,60.969257469338636,2,39.87111593738873,31,AGRICULTURE,Food,12.085176848482352,0,None,0.23297223563689773,0.14357937459661374,0.2227809891666122,2.6600464278906335,0.5356993702800263,0.4007451332385067,Urban,Wholesale,2.305747450351532,151.00113619565604,2.4052805555088677
Somalia,South Asia,Market_429,Onion,kg,2020-06-08 01:47:20,12.850587959395007,31.588877124734417,7,47.40554140610401,20,Small Business,Food,12.47422701098229,0,None,0.3593411571085411,0.10549339426175286,0.3123771624082352,1.071600593772011,0.4109416377387026,0.7031622946860772,rural,RETAIL,1.851688213588149,109.0758740008208,1.8866081958872039
South Sudan,South Asia,Market_63,Goat Meat,kg,2022-04-06 00:01:11,2.088069850134815,38.73840999688035,8,35.1510147925347,4,SMALL BUSINESS,None,12.783677958578298,0,Drought,0.7723864742417379,0.48926585228601893,0.7404126842490144,1.2102200335470534,0.9615186670031244,0.8105020149716422,Urban,Retail,4.039770463411156,171.68792333405747,4.237297463115052
Kenya,South Asia,Market_29,Sorghum,kg,2019-05-31 10:48:19,-11.78008860100424,61.83535926890483,4,33.92797346221793,1,agriculture,None,14.12939290392062,0,,0.8721471333280881,0.513164397288251,0.8091869748176048,,0.9531639864589917,1.0334469372974715,Urban,RETAIL,1.720687804785908,116.3964994337349,1.801941709705743
Ethiopia,Horn of Africa,Market_357,Salt,kg,2017-11-25 17:57:30,-19.898149963547283,115.83780703984758,3,49.792190432302206,21,CASUAL LABOR,None,14.353139376704835,0,Flood,0.2262721861070091,0.9008264456291477,0.5917498477741243,1.6572261217504913,0.03806238038404752,1.1430573091261038,urban,wholesale,1.1777368726946276,59.1844682539816,1.198386184006819
Somalia,Middle East,Market_365,Fish,kg,2020-06-30 16:44:43,18.921395175992053,43.93488610010027,10,39.73554529984137,6,Pastoral,,1.7080845172715489,0,,0.6369499116157276,0.9885910663383088,0.22123223120937735,1.0956537353017246,0.2985110035150075,0.7746476637212492,Rural,Retail,4.500091305132261,261.47836426593494,4.399677444015584
Nigeria,East Africa,Market_96,Goat Meat,kg,2018-10-24 16:48:23,-2.744552435096111,54.47793537256999,9,28.946563953796947,9,CASUAL LABOR,Cash,13.177894286314576,0,Conflict,0.4951215097504317,0.10866307084253324,0.5880944720896901,1.5421236229762851,0.24021031752450783,1.2919905868607813,Urban,Retail,3.4165027206363234,213.79497607026386,3.3026304034478855
Ethiopia,East Africa,Market_409,Onion,kg,2021-09-24 10:09:46,-4.103088204325477,119.47197672353056,2,43.23795432462863,39,casual labor,None,12.69745051719129,1,Flood,0.5372076842836767,0.3157372912942733,0.9096531676557948,1.961269406381035,0.9531614806241259,0.6046819007492096,urban,retail,3.293753285066177,206.17895108069112,3.4264358498081453
Nigeria,Horn of Africa,Market_266,Sugar,kg,2020-11-01 17:16:55,-17.987416551285516,73.25584310271657,3,35.03486463436801,0,Casual Labor,None,5.723339348650212,0,Flood,0.8136428465149219,0.7358468707639592,0.2975080027778333,2.4158964634381825,0.18397268725341098,1.1564404959621037,rural,RETAIL,3.1945776424734866,131.75084531284944,3.260093212621055
Ethiopia,Horn of Africa,Market_291,Fish,kg,2022-07-05 10:52:45,15.776138774038508,53.60205960102363,8,21.665438968576765,15,Agriculture,None,10.401201825331036,0,Flood,0.6338832053135676,0.6575547668530372,0.9266221625061775,1.4882789909001806,0.0547229709274607,1.0081610398953746,Rural,RETAIL,4.133050002786698,240.7780121776977,4.1617829501986385
Ethiopia,South Asia,Market_55,Tomato,kg,2023-02-08 17:00:37,-14.376492162512683,85.43455225611362,2,43.34314204952216,27,AGRICULTURE,None,13.907947865603827,0,,0.601418521413761,0.0808820429489373,0.9604748734435045,2.6133863722283155,0.20193111694537969,1.0907758130476164,rural,RETAIL,1.4561545873205044,77.76209722579145,1.440625093291728
South Sudan,Middle East,Market_153,Tomato,kg,2022-01-14 03:58:21,-6.581771535607675,69.24290409342498,5,33.147825274792964,19,Pastoral,Cash,1.460890190546881,1,,0.4421598993250213,0.05878187803344204,0.7307887460334546,2.70339525928892,0.752307467684188,0.41426025927719423,Rural,Wholesale,2.9455715361175074,127.85742903147518,2.8075220873881572
Somalia,Middle East,Market_219,Palm Oil,kg,2018-09-13 16:25:36,-3.155844200567998,107.24773138032833,10,15.762856900813865,25,Agriculture,Cash,5.3823535960474755,0,Drought,0.390615713237216,0.4147577142495047,0.2502101906406255,1.516936771595097,0.5140278711525214,1.3279637282205603,Urban,RETAIL,2.9529743622161786,177.87602353497994,3.0935931557278185
Somalia,West Africa,Market_173,Chickpeas,kg,2020-07-16 03:47:45,12.404229951202673,30.7181229030822,8,22.328794314308432,14,Pastoral,None,14.612723401967035,0,,0.7564676724567518,0.49678432758635693,0.4684356596618764,1.806751932187401,0.9672803368872178,0.5309989668682216,Urban,retail,3.7436272763006255,226.50887172069932,3.829207079436175
Yemen,West Africa,Market_96,Milk,kg,2023-05-10 20:32:35,-5.621334714371526,119.70989478311064,7,45.4842554015882,29,Pastoral,None,8.267927959112352,0,Drought,0.9234441347858473,0.5722884217985131,0.8899716619298375,2.931062699130901,0.811744816904804,0.5091667321037123,Rural,retail,2.966351257257343,,3.0402730645317044
Ethiopia,East Africa,Market_123,Chickpeas,kg,2019-04-21 18:02:09,1.2585016941125282,35.96811972286792,4,40.80058413915486,11,AGRICULTURE,None,1.467399102661443,0,,0.1229487110754372,0.638569150730985,0.7755657307298991,2.215518746015899,0.19715003958559452,0.98503209210099,Urban,Retail,3.5155977659330717,227.92733467890423,
Kenya,West Africa,Market_12,Sugar,kg,2022-10-14 20:23:20,-2.850741214337077,78.3411317749225,10,35.90786879284907,1,agriculture,Food,14.419460886671352,0,Drought,0.5285154986941454,0.4818938291629956,0.5929674249008745,1.8490847053746342,0.37766154388279205,0.9575807121462856,URBAN,Retail,2.714619522952326,118.9903280749086,2.8379574336760602
Kenya,West Africa,Market_4,Fish,kg,2020-02-12 19:02:57,-7.5262121948135565,92.76599909387261,9,43.41798592630673,9,agriculture,,13.550820914522486,0,,0.6102562322087842,0.7180352871682444,0.3292098961238817,2.3318399739428353,0.8150191873632654,0.6565730133716998,URBAN,retail,4.649956851488494,191.2019375229549,4.734293533997466
Nigeria,East Africa,Market_362,Millet,kg,2020-02-10 13:07:24,17.85212339635811,79.48471806714227,2,45.01113438660144,26,Pastoral,None,12.115819528464977,0,None,0.35531779660876706,0.11714656862402917,0.5871105157794316,1.7897408463252285,0.7359535276292176,0.6746794888630765,Urban,Wholesale,1.8635003583644072,90.98888514844144,1.8052008919911997
Nigeria,East Africa,Market_346,Goat Meat,kg,2020-10-26 13:18:45,11.875072433060453,57.06963832086836,7,47.29311020413279,20,CASUAL LABOR,None,11.924218569020631,0,Conflict,0.17932705012917682,0.7418627990647689,0.2744399304146674,2.9832242635328527,0.33037074689969614,1.0338658257617586,urban,Wholesale,4.071931345748465,231.73532962765478,4.086046204866021
South Sudan,West Africa,Market_67,Sunflower Oil,kg,2022-08-13 17:19:47,-13.0258816010081,106.98894922671978,7,47.115505858826836,15,PASTORAL,Food,7.340809730603743,0,Flood,0.2515681275400256,0.619257755549221,0.692114966678077,1.0620589125223368,0.5898070022668388,0.5463448844578048,RURAL,Wholesale,2.8769146614490446,118.25261934969674,2.7911789990710445
Ethiopia,Middle East,Market_145,Wheat Flour,kg,2021-03-12 07:12:26,2.1882533955009293,68.7380727675284,7,30.744705498910495,36,Pastoral,Food,13.141183414754304,0,None,0.7364257937352638,0.00927168609186324,0.8232486289154912,1.2751658710369154,0.5845321008288213,0.595299864157396,Urban,Wholesale,2.7144989524661587,166.88883495888894,2.7274922858199115
Nigeria,West Africa,Market_457,Sorghum,kg,2018-09-16 13:59:21,11.862404763299544,57.06312079229039,7,9.8293801957423,21,SMALL BUSINESS,None,4.654804769765265,1,Flood,0.29674225916279395,0.47159976751071153,0.702417036797762,2.5462190027351506,0.8786097070676978,0.668322473225905,rural,retail,3.2342548093470316,196.32164355136243,3.3889578124757698
Nigeria,South Asia,Market_477,Vegetables,kg,2022-07-11 01:29:38,3.191598905148293,99.15003309808682,5,31.235520331804487,38,Small Business,Food,5.442802561491182,0,None,0.45780978608728584,0.35155567494310014,0.21110703693111246,2.6270382220307233,0.021045342637829312,1.3986763178303652,URBAN,WHOLESALE,2.3054611396114453,103.98155094694137,2.2011027724531163
Bangladesh,South Asia,Market_65,Fish,kg,2020-01-12 02:36:11,-0.24882832016276168,43.12702811949516,1,66.9880142251003,21,Casual labor,Food,3.318616045314402,0,Flood,0.11423044427308103,0.25350605256257097,0.7355197870490371,2.0695404561101167,0.25892322242538746,1.1695110705688205,Rural,RETAIL,4.630104403218529,202.8053278035033,4.835856550419813
Ethiopia,South Asia,Market_82,Milk,kg,2022-04-24 18:18:33,-17.117624102405117,48.45081437616719,4,47.06971032420991,16,pastoral,Cash,6.106618743342828,0,Flood,0.25316187111008226,0.05513261404730441,0.5889449783657494,,0.7111898874999318,0.4023297045756967,Urban,Retail,2.08518179259384,91.35346467936205,2.126042860761777
Afghanistan,Horn of Africa,Market_105,Maize,kg,2018-08-23 11:25:55,-15.757332459740013,52.74927893780196,5,32.900396966157714,16,PASTORAL,None,3.5813764340913825,0,,0.8347179400105837,0.9773349785162176,0.5434500069010926,2.4187236348653562,0.6475333364423024,0.47990017958485176,Rural,Wholesale,2.2710633884267466,152.83681980754855,2.35377312291539
South Sudan,South Asia,Market_181,Wheat Flour,kg,2018-08-05 02:32:05,-10.19041859197272,69.13928797648524,10,32.583790065153615,25,Agriculture,Cash,5.1634007689170085,0,,0.5738387435129667,0.2797645665465974,0.4262875429200321,1.360722422512473,0.3414651120641401,0.5432301712789235,rural,Wholesale,2.402559809548964,148.310811842498,2.308688144713503
Nigeria,Middle East,Market_340,Salt,kg,2021-05-01 00:23:10,0.5358676477937863,31.83026762626517,4,52.92224194186109,36,SMALL BUSINESS,,10.386629185209062,0,Conflict,0.18806430306753358,0.4582111804423661,0.29307662985629634,1.4772911089042218,0.859097018316992,0.9626911156618732,Urban,Wholesale,1.4712966232949782,69.31262467237207,1.4222186002601998
South Sudan,Horn of Africa,Market_441,Palm Oil,kg,2019-01-29 03:27:00,19.49186738274185,119.25980868976225,7,24.112511688079117,37,agriculture,None,6.508494417801181,0,Flood,0.174578968154675,0.09421877675651158,0.6481298415146355,2.580810519393655,0.7350105682418018,0.8660696030255302,rural,Wholesale,3.1165881374296083,142.1919380573369,3.2468168048084096
Somalia,Horn of Africa,Market_105,Maize,kg,2020-09-10 08:06:23,12.090647683072476,84.01358575874511,2,,37,SMALL BUSINESS,Food,11.538127438312014,0,Flood,0.9287416623570707,0.7968840122345667,0.8666022318712983,2.3906991024458133,,0.9135397410616815,Urban,WHOLESALE,2.229796918021025,113.45275645560469,2.2985855728048983
South Sudan,South Asia,Market_226,Sugar,kg,2018-12-17 08:52:11,-15.597959981428048,117.36474961896667,2,,2,Small business,None,7.2371335961345595,1,None,0.43444187152309455,0.023715708110361278,0.9886886323847033,2.0853117596219377,0.24545506353721946,0.7175472374002292,RURAL,retail,3.0038589292357587,207.7403152785137,3.049642103497853
Afghanistan,West Africa,Market_371,Fish,kg,2021-02-11 18:58:31,8.690375747953777,102.67079385092525,11,51.49478335285524,8,Casual Labor,Food,2.1744415829002484,0,,0.7900346827373024,0.5899924913653792,0.7069011509430461,1.3436249312637842,0.2978551112606651,0.5532353265408025,Rural,Wholesale,10.538633083236038,185.04233757314353,4.497275556209943
Kenya,East Africa,Market_28,Fish,kg,2022-07-03 12:15:46,12.418853566909135,42.0878996825466,2,37.09684694450855,0,Agriculture,Food,11.15723831731693,1,None,0.4930141275152199,0.2766015607222001,0.44933093115143485,2.6847719859806514,0.6461140524066565,0.7199244446569693,RURAL,wholesale,5.85528952309097,292.7565061592007,5.582870938377832
Afghanistan,West Africa,Market_496,Beans,kg,2020-04-01 22:57:41,-3.429468866351577,48.816124959625,10,49.537951444294876,18,Small business,Cash,1.0823535658947083,0,Conflict,0.2115128912908839,0.3453665449113954,0.5310827605777013,1.1434931261957122,0.9649725141165757,1.2684421574617697,URBAN,Retail,3.2981058504030925,215.3886219785987,3.4427212007625907
Kenya,West Africa,Market_483,Maize,kg,2022-07-16 09:59:44,-6.794095064940432,33.100435084808055,3,32.613138934885285,13,agriculture,Food,14.14239229151271,0,Conflict,0.5727417118828125,0.5249426449195076,0.7789229014066825,2.3157451827378788,0.8534200057560144,0.9038409160238212,Rural,WHOLESALE,2.475088479717288,161.9259910510954,2.578560863794726
South Sudan,Horn of Africa,Market_16,Goat Meat,kg,2017-10-25 03:32:08,3.3846041615062887,105.0411429714257,5,,39,Agriculture,Cash,12.630740504988015,0,,0.18940492325708586,0.46887040755723,0.5811684041515266,2.4978995377920254,0.20899850229738082,0.9204743060510977,Rural,WHOLESALE,3.5887577102823167,205.5906515265916,3.5891643171817194
Kenya,Horn of Africa,Market_277,Fish,kg,2022-07-29 22:58:38,0.7661421987381729,83.41118526853103,10,41.11491196285152,37,SMALL BUSINESS,Food,14.45009696161799,1,None,0.8767881502252015,0.4108380285184543,0.6178811959013158,1.5804713027487183,0.7478520905319646,1.06678527626851,rural,Retail,5.582888886670198,326.11781537567555,5.659711845600348
Somalia,Horn of Africa,Market_333,Salt,kg,2021-11-28 02:28:43,-9.39145576812388,49.35585452156273,9,44.85671721398203,1,Casual Labor,Cash,3.8049160631895624,1,None,0.14432912511706586,0.6264335575252942,0.31159614225503846,2.544384564521595,0.9367724458098835,0.45402166869641947,Urban,Retail,2.351272328528481,,2.280967719318126
Ethiopia,Middle East,Market_483,Palm Oil,kg,2020-07-24 01:42:56,-4.104886776682392,117.30763197148872,3,,6,Casual labor,None,7.270265722653186,0,Drought,0.7300428272887526,0.548394793594367,0.6295073043912276,1.052973545653327,0.09839132639870773,0.6370910475046982,RURAL,Wholesale,2.982006340761707,197.296216730096,2.996771782292498
Kenya,Middle East,Market_298,Sunflower Oil,kg,2020-07-26 07:53:11,1.7775006515810041,96.30650774161185,6,58.93622065227741,37,Agriculture,None,2.9763527878132425,0,Conflict,0.9797300466784691,0.3310893015693215,0.9773608317617852,2.8681426036540985,0.6798952546019827,0.5102050973618382,URBAN,Retail,3.627497126620592,149.88702455810773,3.7674248574267972
Kenya,East Africa,Market_54,Rice,kg,2020-01-29 07:30:11,3.196974650749663,93.4966942888282,6,35.00335540860421,27,Small Business,Food,6.394757750929745,0,Conflict,0.8971925153319107,0.18856945800453606,0.46901348092955636,1.7608006373870604,0.08478843749492804,0.6860675198000261,URBAN,RETAIL,2.3388279982168627,150.74343794678495,2.2525556480827054
South Sudan,Horn of Africa,Market_288,Millet,kg,2020-03-12 14:16:49,1.2699808655181108,54.02945063795691,11,39.82067815771416,9,small business,None,3.7309641132908364,0,Drought,0.9157206410333262,0.15603449527052404,0.3343841195479065,2.6773000905630226,0.00469846545310193,0.4192980826268329,Rural,wholesale,2.18014068308722,109.56029946159298,2.201190640558943
Somalia,South Asia,Market_114,Sorghum,kg,2017-09-03 13:07:43,13.84430044348904,58.203626750458554,6,42.57147130160743,24,PASTORAL,None,12.806239723684177,0,None,0.33001793351007663,0.03669263334852768,0.5795672532452425,1.6375765319885713,0.9754088015012976,1.3396231869852295,RURAL,Retail,2.2614760458715626,116.15146371450804,2.1753685844348953
Yemen,Horn of Africa,Market_38,Chickpeas,kg,2020-03-18 03:53:18,-18.730198408507764,90.11809574752593,5,52.85223747682046,21,CASUAL LABOR,None,1.9115669763237981,0,Flood,0.5208309808436097,0.4450443532173738,0.6152062723794145,2.4138002633065794,0.20938111937509385,1.3708587349751171,Rural,Retail,3.6402311272659102,231.36796019858926,3.6282854476424924
Yemen,Middle East,Market_454,Palm Oil,kg,2021-11-04 07:11:16,-6.6806527823511885,83.4196483558999,2,48.7737513290092,10,Small Business,Food,3.453912203139288,0,Conflict,0.3083217805379733,0.17475398944830756,0.9980949492290794,2.1360313029302858,0.7994442534760811,1.177518880061513,rural,RETAIL,2.7781886118040378,135.2690599154586,2.722419115076326
Yemen,Horn of Africa,Market_370,Palm Oil,kg,2021-12-05 07:20:34,9.993344553866535,88.2555188821674,1,16.45814621678069,39,Casual Labor,None,4.034780673827891,1,Flood,0.7196494971067948,0.8821814699562985,0.37119900518855475,1.89727400405554,0.5581357730310018,1.0609001399401161,rural,RETAIL,4.73898430999157,293.3304997117509,4.5409796585259325
Yemen,Middle East,Market_230,Onion,kg,2019-09-19 14:02:08,6.071304126741282,109.09405039316096,5,21.344099985585036,37,pastoral,None,11.099027368710802,0,Conflict,0.6899486922878827,0.42250182001310066,0.634489577644498,2.98329135969622,0.6298582413352152,0.7778478190967781,URBAN,Retail,1.6637424315808587,102.54798683131628,1.59749659801136
Ethiopia,Horn of Africa,Market_166,Maize,kg,2020-08-20 06:56:30,16.730665167274438,44.436083085307764,8,46.72001032184497,9,pastoral,,9.492537563277699,0,Conflict,0.366758204064639,0.6265181400570518,0.4986413671400448,2.5952997091298853,0.15150164975370584,0.7422540063649148,rural,WHOLESALE,2.2170603330659926,151.1371001307196,2.2100076477364063
Afghanistan,South Asia,Market_182,Wheat Flour,kg,2018-08-11 05:26:15,3.520841149694249,40.47000755973389,10,58.33583724491605,17,agriculture,Cash,2.130343703600264,0,,0.46867039925198517,0.3117717248246388,0.7973084316196,1.2588869081863672,0.7570131787704442,1.2568919398580323,rural,wholesale,3.189131897863825,191.88995179160807,3.2542766041482074
South Sudan,East Africa,Market_444,Tomato,kg,2018-02-10 04:09:49,5.526036248282267,80.81698431026678,5,32.21794628076434,4,Pastoral,,9.124110909159622,1,Conflict,0.4423670096433071,0.25932429029733084,0.8965245208572385,2.952057895698103,0.33839342814176265,0.5323273444134483,rural,wholesale,2.9357850750112138,153.70473007646635,3.047797795499082
South Sudan,South Asia,Market_205,Vegetables,kg,2017-09-24 22:28:21,8.197886404910783,75.01401675505217,3,45.01178127577437,10,Pastoral,None,12.711819588497567,0,Flood,0.7278012782142236,0.8162471846461814,0.8085278537620118,,0.6032260289729785,1.1578060072277538,Urban,WHOLESALE,2.1345270372987537,87.06619331634556,2.1020766072267536
Bangladesh,Middle East,Market_366,Sugar,kg,2023-02-25 06:33:40,-12.551976034950307,66.25828985102677,3,32.28102182711317,26,Small business,Cash,6.838134184374321,0,Flood,0.11688649187808638,0.36933130606378417,0.35195998966098874,2.2738413532026405,0.3987545174664455,1.3119932708530722,urban,Wholesale,2.461338777741271,140.03440402179731,2.546509393064137
Somalia,West Africa,Market_245,Sorghum,kg,2020-10-25 11:25:16,10.1297604705386,111.42414815802249,2,39.756765279261714,26,SMALL BUSINESS,Food,9.216297305461294,0,Flood,0.9327611171186647,0.09535540019395194,0.720613645442642,1.2365000426321238,,0.5213577543996243,urban,Wholesale,2.4975955460982626,115.2914425458614,2.455964765719387
Yemen,South Asia,Market_359,Wheat Flour,kg,2022-06-19 19:55:16,-8.004414458359914,80.25422306955039,7,28.861769674057157,35,pastoral,Food,8.02642100832349,0,None,0.22703836651725348,0.32348697014068706,0.38571417066801744,2.9748353747320904,0.13566279814059112,0.49419612342463304,URBAN,WHOLESALE,3.062649502852277,127.63543757813163,3.06051909013134
Ethiopia,Horn of Africa,Market_333,Vegetables,kg,2018-08-01 02:53:23,-3.0199527973743834,81.05262364686769,2,31.538924508061402,12,small business,Cash,5.431508105712406,0,Drought,0.3836124226230966,0.11901391636090519,0.9870083075347842,1.9527146867530958,,1.3115841728390691,Urban,Retail,1.9961083879373813,96.68675120340073,
Somalia,East Africa,Market_431,Fish,kg,2018-08-07 03:40:59,-19.439739937095336,62.978638547671615,6,36.259735638003875,27,SMALL BUSINESS,,0.13833742269746602,0,,0.1422918933629632,0.46329849627665487,0.6477754959109989,1.9209016022874017,0.0073990018287191095,1.0020315012250527,urban,WHOLESALE,4.087183271482476,165.91634853756395,4.169296677305191
Yemen,Horn of Africa,Market_396,Beans,kg,2022-03-13 08:29:33,13.742637243341164,60.966465239987784,8,41.07010755223972,1,AGRICULTURE,Food,2.875782478114793,0,Conflict,0.49525075270304153,0.2926304218570992,0.5444443374471848,1.5989648752999712,,1.1564426511376227,rural,Retail,3.232012432540088,154.09056430610184,3.097479730462378
Ethiopia,Horn of Africa,Market_309,Lentils,kg,2021-05-05 03:57:46,18.1397157650226,118.88440007375662,8,56.10637973563493,6,SMALL BUSINESS,None,14.21269274477447,0,Drought,0.7637219675755029,0.8203105797444745,0.7170677770477047,1.7734769356223983,0.2866259335597763,1.0207785967988228,rural,retail,3.2215483990745133,216.48162187458476,3.1116002434026466
Somalia,South Asia,Market_417,Milk,kg,2022-11-14 02:32:54,-17.59236195260835,86.07654904720954,2,28.180779724743104,31,Agriculture,Food,5.3842251612868255,0,Flood,0.8059501317290261,0.0653420582065638,0.6796175292270707,2.529823400850666,0.675521204594296,1.250050300457663,RURAL,WHOLESALE,3.2148220221877923,141.7872163446772,3.254884212553048
South Sudan,East Africa,Market_412,Chickpeas,kg,2021-12-21 18:56:13,5.40800719080455,104.26041089909856,6,55.637537432769626,5,Small business,Food,4.527153270280239,0,Flood,0.42562057103655215,0.9844831613561513,0.9337693197009902,1.1864468689190342,0.572241502585385,1.3822491686487883,rural,WHOLESALE,4.087480357202704,253.85454854691253,4.216028338493904
South Sudan,West Africa,Market_121,Onion,kg,2018-10-04 15:50:02,18.431147046324114,70.27123379139178,3,46.52947684360727,18,Agriculture,Food,9.247109773763011,0,Flood,0.4437596410567476,0.7955202452673882,0.6100868770913654,1.556762033345905,0.7308207716465425,0.9383691687329522,Urban,Wholesale,1.628579776533545,,1.6425190137336287
Afghanistan,Horn of Africa,Market_259,Wheat Flour,kg,2020-03-03 09:33:41,4.276031530392789,47.26688745542788,9,30.279934310813072,14,AGRICULTURE,Cash,13.56656840055053,0,None,0.40570906165407994,0.6664496489492879,0.804902455532541,1.685748385241751,0.8286566158158445,1.2648451454661513,Rural,Wholesale,2.9763058253656607,130.96167816559634,3.04209067035385
Nigeria,East Africa,Market_210,Tomato,kg,2023-04-25 15:30:49,11.918039487523,59.23568938408306,3,29.829819843873732,22,Casual Labor,None,4.606684483781017,0,Flood,0.29777998136567435,0.053044827704741615,0.9877112987590753,1.5022235184676904,0.876354561217401,1.1590327409181471,URBAN,RETAIL,1.8744012975705433,96.23316235108518,1.8692211764368911
Afghanistan,West Africa,Market_410,Sunflower Oil,kg,2021-11-18 09:23:08,-15.274848606646731,61.15145404183134,1,23.481990081089002,23,agriculture,None,3.424028205844153,0,None,0.7430871126067599,0.9798330719169072,0.7054100567404336,1.4273964328676862,0.6704682449179684,1.2927150256704836,Urban,WHOLESALE,3.1986801333410746,158.22716119865237,3.1898839924674838
Kenya,Horn of Africa,Market_310,Rice,kg,2018-12-04 18:49:31,-10.206009085502842,80.84212724356573,9,28.224879648656923,27,Small Business,None,13.539242032675894,1,None,0.9042192072733758,0.7610146519950931,0.31023151983383035,2.9976903989658386,0.3880573909534698,1.1958832183384742,RURAL,Retail,4.150898802416391,177.6340935744053,4.234100934696645
Afghanistan,East Africa,Market_296,Sugar,kg,2021-02-02 10:00:29,-6.170605763149478,43.91541153295217,8,19.874264984251347,23,AGRICULTURE,None,11.625242926681002,0,Flood,0.46595809075150607,0.4515316781405698,0.9967916568291499,2.632355614971886,0.49393670823589786,0.4133511526574358,Urban,RETAIL,2.1156761657761107,129.59518925274926,2.173695820727259
Yemen,South Asia,Market_194,Vegetables,kg,2019-11-23 10:24:26,19.246665986215156,64.83163090708707,2,38.047888760876965,21,pastoral,Food,10.5686706189619,0,,0.7483607082801149,0.8287432652250837,0.7147367221139715,1.4361637531167226,0.36677324302251624,1.3380492036463378,Urban,wholesale,2.7007380699454036,135.90639540248105,2.6222899196627916
Bangladesh,Horn of Africa,Market_68,Onion,kg,2019-04-09 00:52:56,11.271118814592871,39.05194580588309,10,,5,Agriculture,None,8.402159296852616,0,None,0.5401314635275464,0.3384016059720013,0.9914110468252932,2.791809238011128,0.9503588741211706,1.0946007468801224,Rural,Wholesale,2.1009035406578724,104.07860883830433,2.190288550389968
Somalia,Horn of Africa,Market_114,Onion,kg,2021-04-18 15:32:17,15.426514779785606,74.68773496522533,10,29.329807514840716,3,agriculture,None,6.4407522416675125,0,None,0.21543958391384835,0.40843439440160945,0.6177963700986702,,0.3203960580135825,0.4414038763346244,URBAN,RETAIL,3.3707356894207847,69.61778719863922,1.4808844740016118
Bangladesh,East Africa,Market_220,Onion,kg,2022-06-05 02:09:17,-0.516943212597532,115.26819840538742,3,52.51601599692977,33,Pastoral,None,9.603993138611457,0,,0.5606217797817789,0.6718510101809744,0.23998671441513306,1.1593239753191917,0.2647340246811667,0.4874610930534139,rural,WHOLESALE,1.6629437346634686,73.99951402091243,1.7202783840666716
Nigeria,Horn of Africa,Market_220,Tomato,kg,2017-12-12 09:37:10,8.67221424933506,60.50403074065578,7,,38,SMALL BUSINESS,None,3.331940778279509,0,None,0.3403960603624582,0.9222560165178022,0.9424208665700695,,0.5486265208877831,0.6963342277985247,RURAL,retail,1.8375227016774311,110.63085231676727,1.8296938757064987
